mid,mname,comments_num,per_capita_con,taste,environment,service,phone,address,details
279, 宝炙星BURGER AUSTINE(桐梓林店) ,4369,61,8.4,8,8.2, 15208476193 17313952017 , 桐梓林南路9号附22号 ,https://www.dianping.com/shop/G6wifZxmD6FqEqUP
280, BURANO布拉诺西餐(春熙路群光广场店) ,2710,121,8.6,9,9, 028-67722299 , 春熙路南段8号群光广场9楼 ,https://www.dianping.com/shop/GaU490UTe4CgJFqk
281, 陈麻婆豆腐(金沙店) ,4752,68,8.1,8.3,8, 18123238218 18108222876 , 同盛路3号1-4楼 ,https://www.dianping.com/shop/H97f3msxFunWKoy0
282, 享月·汤皇(橡树林店) ,3864,157,8.4,8.7,8.5, 028-84679699 18582338770 , 橡树林东路15号附201号 ,https://www.dianping.com/shop/l3KesJRexKeHPFZi
283, 龙山烧肉(紫荆店) ,2908,89,8.8,8.3,8.4, 028-85194068 , 紫荆南路30号 ,https://www.dianping.com/shop/G9fGQac3gWxmEg9D
284, 银杏金阁(锦里店) ,4527,155,8,8.2,8, 028-86666688 028-87777788 , 少城街道锦里中路2号(彩虹桥路口) ,https://www.dianping.com/shop/k3zvW4w3scCez56h
285, 谷焱大牛烧肉(草市街店) ,2787,102,9.1,8.8,9.1,17764982093, 草市街街道草市新街1-2-13号时代印象美食广场内(北东街1号1栋1单元1层7号) ,https://www.dianping.com/shop/l76FBqlMGZLVnOiM
286, 良木缘·九栖(翡翠店) ,1663,101,8.7,9.1,9,18980981299, 华润路102号翡翠天地2楼 ,https://www.dianping.com/shop/l6QvYMblORJkZqkS
287, 九田家黑牛烤肉料理(航港路店) ,2826,125,8.7,8.7,8.8, 028-85787491 , 航港路1444-6号万达广场5号门对面 ,https://www.dianping.com/shop/G9lpG9ZCHwO9CEY5
288, 上野樱花·精致料理·烧鸟·寿喜烧(蜀汉路店) ,2940,76,8.5,8.2,8.4, 028-63917126 , 同善街69号 ,https://www.dianping.com/shop/js2nriTxkwluR9Qr
289, 汉巴味德(大悦城店) ,9404,98,8.1,8.2,8.2, 028-65047676 , 大悦路518号成都大悦城5层（距地铁3号线川藏立交站D口步行565m） ,https://www.dianping.com/shop/G5N4zi9Xb3zsTJMb
290, ALICE梦幻甜点屋(仁和新城店) ,674,450,8.5,8.5,8.8, 13880946014 15982614403 , 府城大道西段仁和春天国际广场B座写字楼7楼708号 ,https://www.dianping.com/shop/l2yU63RDolZQmzzE
291, 浅喜火锅(中环岛广场C座店) ,2667,179,8.6,9.1,8.7, 028-80803939 , 天府一街中环岛广场C座2楼 ,https://www.dianping.com/shop/FfT1DmpUzQNbiKfV
292, 浮光之丘MontCake蛋糕(花牌坊店) ,624,232,8.3,8.3,8.5,19180426727, 花牌坊街40号A栋二楼203 ,https://www.dianping.com/shop/H8zI2l0AAEHmnzYj
293, 老黄记手撕烤兔(玉林街店) ,6339,71,7.9,7.7,7.6, 18215534739 15308066005 , 玉林街26号附20号1层 ,https://www.dianping.com/shop/k87UVKhE8zrBb0Sx
294, 成都瓜串串(总店) ,3815,66,8.2,8.2,8.2, 18980867192 15208236941 , 金房苑东路29号 ,https://www.dianping.com/shop/l6NR4rMLV5AFqHGy
295, 香味面(祥和里店) ,1861,16,8.1,7.5,7.9, 028-84380875 , 祥和里136号（近天祥街） ,https://www.dianping.com/shop/k6C9H8it2D6eIDhx
296, 皇城熙客?巴蜀大牌档(太古里店) ,7508,35,8.3,8.3,8.4, 028-64066968 13281585209 , 三圣街20号 ,https://www.dianping.com/shop/H1YOiE19V4Nrbb3z
297, 北海海鲜料理(桐梓林店) ,1751,299,9.1,9.1,9.1, 028-69759766 , 新希望路2号汉易酒店1楼 ,https://www.dianping.com/shop/l2RlSAuK2ftEOeyi
298, 月满大江千层肚火锅(武侯祠店) ,14001,93,9.1,9.1,9.1, 028-85599777 , 通祠路8号（如家酒店楼下） ,https://www.dianping.com/shop/EqDLPOLIUuMUKGpy
299, 唐宫·粤菜海鲜(人民南路店) ,8234,174,8.2,8.3,8.2, 028-87859191 028-87859292 , 人民南路四段48号万丽首座酒店2层 ,https://www.dianping.com/shop/H7lZd3mGQbbjOb0L
300, 莲·中餐厅(成都首座万豪酒店) ,2401,198,9.1,9.2,9.2, 028-80647706 , 天府大道北段999号 ,https://www.dianping.com/shop/l5yToxOBQ0Fl7Bn8
301, 玛歌庄园火锅(五龙山店) ,9634,121,8.2,8.4,8.3, 028-87770077 17381869903 , 024乡道与叠秀路交叉口东南方向50米（百花谷2号停车场对面） ,https://www.dianping.com/shop/k9aRL3nTzkurCjxn
302, 醀爐围炉火锅(茂业仁和春天店) ,1452,122,9.1,9.1,9.1, 028-61500888 13808055137 , 二环路西二段19号茂业仁和春天百货6楼（进商场售表区4-5号客梯） ,https://www.dianping.com/shop/l81BQme4d6twgaZY
303, 蜀九香火锅(玉林店) ,5459,119,8.2,8.1,8, 028-85570362 15008225572 , 倪家桥路海联大厦1号楼1楼附3号 ,https://www.dianping.com/shop/l5zlzaVTWygFxPW9
304, 拾间恰好巷口串串 ,997,37,8.1,8.1,8.2,18980898849, 天骄路112号龙湖时代天街5栋2楼213号（全季酒店斜对面小巷子里） ,https://www.dianping.com/shop/lapRJMSISu0xfKXE
305, 焱味·邱金(科华路店) ,2809,101,8.2,8,8.1, 028-85036500 , 长荣路56号泛悦国际2栋-F2-005号 ,https://www.dianping.com/shop/H9WZJPfpmpFBM2Jd
306, 無早咖啡 ,5554,58,8,8.3,8.2,17628299105, 青莲上街62号 ,https://www.dianping.com/shop/l1tnceqdzmg3mANW
307, 孔干饭(清江东路店) ,4756,58,8.4,8.3,8.6, 028-87593125 , 清江东路59号 ,https://www.dianping.com/shop/H9apkWaCI5eXo3EB
308, 乐山王屠夫跷脚牛肉(安公路总店) ,8301,58,8.1,7.8,7.9,15983366733, 安公路二段356-358号 ,https://www.dianping.com/shop/H9y0VcFgbvhtgIth
309, 嗨岛兔·烤兔兔头四川特产(总店) ,8400,53,8.1,7.9,8.1,18081118379," 商业场街1号附87号（王府井隔壁,丛蜀大侠火锅护梯1楼通道直行100米,和光外星人电竞酒店旁） ",https://www.dianping.com/shop/H3VzKorRF0UgPqU7
310, WaKao瓦烤·宜宾烧烤(天府长城店) ,2294,78,8.3,8,8.4, 028-85078528 15198249887 , 天顺路215号（近红旗连锁） ,https://www.dianping.com/shop/laqGDHRR6chwBioD
311, BURANO布拉诺西餐(武侯大悦城店) ,2413,120,8.8,8.6,8.9, 028-87055699 , 大悦路大悦城4楼008号 ,https://www.dianping.com/shop/l72xPmljbg4bTQe7
312, 乐山鲜知味钵钵鸡(草堂北路店) ,16528,41,8.1,7.5,7.8,13183812018, 草堂北路16号附18号 ,https://www.dianping.com/shop/G9XZHwthGtkG1dnW
313, 云荟·Serendipity高空餐厅 ,1225,228,8.4,8.8,9.1,15902830730, 领事馆路9号保利中心D座12楼（成都银行对面） ,https://www.dianping.com/shop/G5PosKGv3xMZZxzr
314, 和幸(双楠伊藤洋华堂店) ,2314,77,8.3,8.4,8.4, 028-83182128 , 逸都路6号伊藤洋华堂5层 ,https://www.dianping.com/shop/k8nLY0fz6DMwu0Wz
315, 乔一乔怪味餐厅(东升店) ,7841,88,8.1,8.1,8, 028-85732838 18113054858 , 金河路艺术公园D座76号（虹升国际酒店西南侧） ,https://www.dianping.com/shop/kaZl4ZdnPGECXaUK
316, FUSION COFFEE馥饮咖啡(九眼桥店) ,1969,35,8.4,8.3,8.4, 028-61647464 , 金泉街48号附4号 ,https://www.dianping.com/shop/H6iI3u93P5m91fTj
317, 泰香米泰国餐厅(环球中心店) ,6166,133,8.2,8.3,8.2, 028-69762856 , 天府大道北段1700号环球中心4楼B12室 ,https://www.dianping.com/shop/l1ojIBdPzfLUekmC
318, 里院传家菜·小庭院川菜(九眼桥店) ,3279,117,8.4,8.4,8.3,13060015339, 望江路街道十二中街4号(近致民路七院对面) ,https://www.dianping.com/shop/H3Nm5o9aQke4201M
319, 天丼王·和食料理(太古里店) ,1008,75,8.3,8.2,8.4, 028-60120328 14702845677 , 东大街下东大街段328号东方时代商城中庭51号（何师烧烤与卤力拼火锅中间通道走进去） ,https://www.dianping.com/shop/G36B8xX3lWqSRjRd
320, 羿庭·大堂吧(华尔道夫酒店) ,1493,319,8.2,8.6,8.5, 028-68706051 , 天府大道北段1199号华尔道夫酒店49楼 ,https://www.dianping.com/shop/k2tFIcxN9akXP1Kg
321, 白孚孚by一行蛋糕铺 ,1389,53,8.2,8.3,8.2,13550089979, 青龙横街37号5栋3单元1楼3号 ,https://www.dianping.com/shop/k3EFG1NRdoDTvXSQ
322, LELECHA乐乐茶(IFS国际金融中心店) ,8469,26,8.1,8.1,8.1, 4008197778 18708169396 , 红星路三段1号成都IFS地下2层LG255K号 ,https://www.dianping.com/shop/G9IxoBlk1VpnSKy9
323, Ginko银子 ,4728,64,8.1,8.2,8.1,18180925294, 青龙巷21号附17号 ,https://www.dianping.com/shop/l97A7c3dP7bvhD4r
324, 坝坝老柴房·柴火鸡(西航港店) ,8254,69,8.1,7.9,8, 18111649959 028-64559949 , 西航港大道二段129号芭蕉园内(百港国际酒店对面) ,https://www.dianping.com/shop/G2uL57Z50WkcPVwK
325, 斗牛潮汕牛肉火锅(华阳直营店) ,1947,92,8.2,8,8, 028-68459491 , 正北下街213号-217号（伏龙大桥与正北下街交叉口西南150米） ,https://www.dianping.com/shop/l9lwz1L2fuKZXegn
326, YECLIP COFFEE 黄色回形针咖啡 ,1700,37,8.7,8.4,9, 028-64884118 , 镋钯街77号 ,https://www.dianping.com/shop/FUNgx9oFK9oXINxi
327, 许家菜(望江店) ,3528,458,8.9,9,9, 028-85291388 , 望江路1号格林威治广场8幢附1号(近望江公园) ,https://www.dianping.com/shop/H92hcHm1WbP7oqv1
328, 烤匠麻辣烤鱼(万象城店) ,10740,92,9,8.8,9, 028-86306610 , 双庆路8号万象城A馆3楼351号 ,https://www.dianping.com/shop/EOP7Exa2Xgu9fhjR
329, 酒本日式烧肉专门店(静安路店) ,4459,83,8.9,8.8,8.8, 028-83977575 , 静安路69号 ,https://www.dianping.com/shop/GaXJ7Rnw0s0PyBtT
330, 味之绝美蛙鱼火锅(建设路店) ,4969,75,9,8.7,9, 028-86666290 , 建设路2号附10号 ,https://www.dianping.com/shop/HalVPttXN3mswgPH
331, 无肉不欢 ,244,132,8.5,8.1,8.4,13628058626, 锦华路万达广场（一号门北侧） ,https://www.dianping.com/shop/l1Z84zmrjfk5Qj5x
332, 熟地当归(新南门店) ,766,216,8.1,8.2,8.3,13540046176, 致民路34号附25号（十五中街） ,https://www.dianping.com/shop/G86pqHcZ3IqlLcyP
333, 柴头哥·牛肉火锅(爱民路店) ,4467,97,8.6,7.8,8.1,15208338568, 爱民路124号附14号 ,https://www.dianping.com/shop/kaKcTVLw7mC34cwI
334, 陈麻婆豆腐(旗舰店) ,16490,74,8.2,8.4,8.2, 028-87317216 18161256622 , 青华路10号附10-12号 ,https://www.dianping.com/shop/H1yqgLALQBLiEB2G
335, Panda Queen(成都店) ,1638,34,8,8,8, 13541266125 15680868790 , 武晋路1444号 ,https://www.dianping.com/shop/l2uSFPERDEfGDIlj
336, 孙記碳火烤羊腿(成都首店) ,2095,116,8.4,8.1,8.2,18695155228, 贝森路308号一层19号（近张记牛杂火锅原清江农贸市场） ,https://www.dianping.com/shop/H15SzL2ytznpbdIJ
337, 宋家黄辣丁砂锅血旺肥肠(新津店) ,3502,78,8.4,8,8.2, 15108335498 18202836756 , 花桥街道桥津上街238号(新津机场川藏路老街段) ,https://www.dianping.com/shop/G9EwGmcl38mX7oao
338, 遇见你·创意私房菜(桐梓林店) ,466,302,8.6,8.4,8.5,15756627997, 桐梓林北路2号 ,https://www.dianping.com/shop/G6LEBBaz2rU8Pmoo
339, 皇城老妈(皇城店) ,8216,184,7.9,8.3,8.2, 028-85139999 , 二环路南三段20号 ,https://www.dianping.com/shop/l9sSoQ5HLRRqYaw4
340, 九品风山珍宝酒楼(科华中路店) ,2293,170,9.1,9,8.9, 028-85212323 028-85218523 , 科华中路178号 ,https://www.dianping.com/shop/G7G68cuIFo5tkvLa
341, 龙户人家串串香(外双楠店) ,5295,87,8.1,7.8,7.9,15328033037, 双安东巷1号附5号 ,https://www.dianping.com/shop/H4WHfkY0meGBHsb1
342, casamosaico卡萨马可意大利餐厅 ,479,230,8.3,8.5,8.9, 028-68564060 , 人民南路四段48号首座商业区2楼附208/209号（中国银行正背后2楼） ,https://www.dianping.com/shop/H4zS3yqzMOQY16Yp
343, 兰正韩·韩国料理(春熙路店) ,9630,63,8,8.1,8.1,18328585322, 青石桥北街44号米瑞购物广场5楼（走天桥这边直达电梯） ,https://www.dianping.com/shop/G5B6Ji5L13k7hvnG
344, 良木缘咖啡西餐(天府三街店) ,2117,109,8.8,9.1,9, 028-83577898 19136127636 , 天府三街288号迈普大厦1栋附14号一层 ,https://www.dianping.com/shop/G9nJ9pqpyelB06Za
345, 麻辣空间·清油火锅(万科魅力店) ,4175,88,8.8,8.7,8.9, 028-85010222 , 万科路19号1栋2楼211号（近成都东站900米） ,https://www.dianping.com/shop/H8748qLsxf5M6mPA
346, 烤匠麻辣烤鱼(春熙路群光广场店) ,15435,96,8.5,8.4,8.3, 028-65000166 , 春熙路南段8号群光广场9楼 ,https://www.dianping.com/shop/H3LuuJL8n89mxDVZ
347, 花图缘烤肉(泛悦国际店) ,4011,93,8.3,8.3,8.6, 028-85551574 , 长荣路56号泛悦国际外区2栋2楼206室 ,https://www.dianping.com/shop/H6xWMXk4snPNDAgm
348, 鳗七七家庭式鳗鱼料理(水井坊店) ,1873,188,8.5,8.7,8.8,19382106157, 青和里南段98号院3栋附23号 ,https://www.dianping.com/shop/laU0TqpP1s6qB23u
349, 瓦库21(铁像寺水街店) ,1501,205,8.4,8.8,8.3, 028-87888785 , 天府一街699号铁像寺水街内（马格啤酒馆，高升桥） ,https://www.dianping.com/shop/H8dDhvGsZM6wXMIi
350, 丁海记粤式大排档(春熙店) ,7988,109,8.3,8.2,8.2, 028-85188851 , 南府街53号 ,https://www.dianping.com/shop/G3vCLBEXUrzlQ1Lh
351, 大象厨房(圣桦城店) ,1631,103,8.1,8.1,8.1, 028-88338911 13666170321 , 内蒙古大道888号圣桦城商业街B1栋208-209号 ,https://www.dianping.com/shop/H99GqJ15ozFMUDrU
352, 凉山好汉自助西昌烧烤(西门店) ,4832,76,8.2,7.9,8.1, 028-81716596 17711086596 , 清溪东路99号荣德体育休闲广场内 ,https://www.dianping.com/shop/k2Rx5m3DMuNP4k68
353, 银芭1986(麓镇店) ,2037,366,8.1,8.3,8.3, 17341347167 028-64460099 , 麓山大道二段18号麓镇1栋 ,https://www.dianping.com/shop/G2gsTCfIJsbZ0H6I
354, 巴蜀大宅门火锅(清江东路店) ,5664,75,8.2,8.1,8.1, 028-87322299 , 清江东路36号 ,https://www.dianping.com/shop/k4YbM8gwzE2EWFWt
355, 甜叔叔西餐厅 ,7167,94,8.1,8.3,8.1, 028-61390702 , 纯阳观街1号乘风大厦2楼（一百酒店对面） ,https://www.dianping.com/shop/l4soJmHTV112bvlS
356, 老地方跷脚牛肉牛王府(蜀汉路总店) ,1968,47,8.9,8.3,8.4,13320916778, 茶店子街道蜀明东巷11号附1号(家乐福旁) ,https://www.dianping.com/shop/l6Gwi9A5u99fCKgd
357, 都氏二当家(翡翠城店) ,5447,142,8.2,9,8.3, 028-84526586 , 东湖街道琉璃路678号附4号翡翠天地别墅群内（中国银行斜对面） ,https://www.dianping.com/shop/H3KmOIThro41mUl3
358, 画厨CAFE(九方店) ,4064,64,8.2,8.4,8.6, 028-85508308 , 府城大道中段88号九方购物中心1楼东门108铺（近高新区管委会） ,https://www.dianping.com/shop/kabqGxXZTb63l8D5
359, 蓉荣·北大铺盖面(总店) ,4356,17,8.1,7.7,7.7,13666173639, 解放路二段2号附4号 ,https://www.dianping.com/shop/k7B35lEddwpFmyL6
360, 树下zakka ,1577,38,8.3,8.3,8.4,19113567996, 望福街14号 ,https://www.dianping.com/shop/jCNmBTCgUfoB7n0y
361, LA LIBERTE自由烘焙·咖啡 ,756,29,8.2,8,8.1,18848446435, 通宝街219号2栋2楼213号 ,https://www.dianping.com/shop/k5EyhStYJ18WLB9w
362, 匠油师傅·川味小馆(宽窄巷子店) ,2677,78,8.3,8.3,8.3,15928814230, 红墙巷20号附12号 ,https://www.dianping.com/shop/l5vvM8UlPDsTgBbH
363, 顺江味道 ,1338,80,8.4,8.3,8.2, 028-85099660 13551062036 , 海昌路59-61号 ,https://www.dianping.com/shop/k50x9bE6riV6ynDO
364, 柠檬花园·泰餐厅(三圣乡店) ,3264,125,8.2,8.7,8.2, 17360273231 17780474011 , 探梅路133号（停车场对面，近停车场） ,https://www.dianping.com/shop/G2C8X4wYOd05Nji4
365, NOMNOM 东南亚餐·西餐 ,1602,65,8.4,8.1,8.3, 028-68784786 18876796073 , 益州大道中段1999号银泰城悦坊7栋1楼附25号（庙东排骨旁） ,https://www.dianping.com/shop/G1sOhpCQDypIaD4h
366, 蜀西火焰山西昌火盆烧烤(芽庄花园店) ,538,66,8.1,8,8,13668262825, 绕城大道芽庄花园内 ,https://www.dianping.com/shop/H5jNKQmCC9afr9HH
367, 柳飘飘亚洲烤肉集合店(温江店) ,7695,83,8.2,8.2,8.2, 028-82648342 13308051308 , 锦泉街德昆·新天地一楼（中国工商银行隔壁） ,https://www.dianping.com/shop/l39JjQrvN8QI0uN2
368, 大龙燚火锅(花牌坊店) ,4780,91,8.5,8.6,8.5, 028-61190011 , 金仙桥路1号中天商厦1楼 ,https://www.dianping.com/shop/l95viYtSNkLX7iZl
369, 全渔村小排档(祥和里店) ,1684,86,8.5,8.1,8.5, 19981605599 13618017105 , 猛追湾街道祥和里65号 ,https://www.dianping.com/shop/G2nCaIC62uU5DpcJ
370, 鮨秀吉日式料理(新都店) ,5760,94,8.3,8.3,8.3, 15884404443 18884872293 , 香城北路8号附208号 ,https://www.dianping.com/shop/G472xqkMqXolkDwW
371, 白老板的嘿店 ,2049,44,7.9,8,7.9, 18224434053 15828346203 , 逸都路29号附95号 ,https://www.dianping.com/shop/G8ZLGx59EtVxe5o6
372, 泰喜欢·清迈餐厅(桐梓林店) ,3412,103,8.3,8.4,8.3, 028-64376035 , 桐梓林东路10号(人民南路四段68号锦荣苑1号) ,https://www.dianping.com/shop/k4LF4qczUbJrcTA9
373, 匠和风精致料理(龙湖滨江天街店) ,5935,295,8.8,8.7,8.8, 028-63911818 19308211971 , 杉板桥路滨江天街5F（龙湖成都滨江天街购物中心内） ,https://www.dianping.com/shop/l6xiRdyqPCy53XvG
374, 烤匠麻辣烤鱼(龙湖滨江店) ,5976,95,9,8.9,9, 028-86619868 , 杉板桥路266号龙湖滨江天街4层15号商铺 ,https://www.dianping.com/shop/l2gLykt7YoytJrFP
375, 昊·来了寿司(西村店) ,2318,85,8.4,8,8.1, 18215694436 13678121683 , 贝新巷129号（西村1号楼对面） ,https://www.dianping.com/shop/k2chexlZFGq7dP5m
376, 辛厨房·辛悦 ,705,300,8.2,8.9,9,19983499909, 琉璃路8号翡翠里3栋2号 ,https://www.dianping.com/shop/ka8bzS8aO4UL1Mxk
377, 滨寿司(春熙路店) ,6632,81,8.3,8.3,8.2, 028-86659153 , 春熙路东段1号阳光百货商厦3楼 ,https://www.dianping.com/shop/G8IpwVkceMlBDivx
378, 茉柑橘MOLLY&CLEMENTINE(宽窄巷子店) ,1647,83,8.2,8.1,8.1,19150282340, 小南街109号附13号（文思巷） ,https://www.dianping.com/shop/l88daHWzLZJObX9n
379, 大院河·仙鱼莊(九眼桥店) ,6300,105,8.6,8.6,8.3, 028-84555377 19113548613 , 宏济新路281-285号 ,https://www.dianping.com/shop/G4QoHzcgAr8LOZux
380, 喜茶(IFS黑金店) ,11643,23,7.9,7.9,7.8, 028-85511560 , 红星路三段1号成都国际金融中心商场一层L119a及二层L217号商铺 ,https://www.dianping.com/shop/H1NwRcbutVAiLOQb
381, 厘途·LittleTravel(宽窄店) ,2488,44,8.1,8.3,8.2, 18919227201 18190826169 , 斌升街24号附1号 ,https://www.dianping.com/shop/j1fssmJFZfdxvQQf
382, 南门精酿·西餐吧(桐梓林店) ,1238,118,8,8.2,8, 028-85082366 , 桐梓林南路8号附8号1-1幢1层1号 ,https://www.dianping.com/shop/k5sjJEWHVKzf2sXM
383, 赞酱川式烤肉(红光店) ,6299,69,8.8,8.7,9, 028-87950305 , 红佳路18号蜗牛郡广场二楼（沃尔玛正门楼上） ,https://www.dianping.com/shop/H954zJRLKgesdW3T
384, 大鸭梨烤鸭(仁和新城店) ,9462,124,8.7,8.8,8.7, 028-67138866 028-67137766 , 府城大道西段505号仁和新城购物中心C座4层 ,https://www.dianping.com/shop/H7P0TvzCGbS3N5Nq
385, 安格丽娜·狗咖·猫咖羊驼咖(春熙路百盛商场店) ,4544,37,8.1,8.3,8.4,18328404267," 春熙路百盛购物中心4楼（从霸王茶姬旁的百盛入口进商场,然后从波司登门口的手扶电梯上4楼） ",https://www.dianping.com/shop/G66m005w8viJ1zPv
386, obibi蜀色茶颜(奎星楼店) ,5142,18,8.3,8.3,8.3,18681377066, 奎星楼街16号附4 ,https://www.dianping.com/shop/EWpidVPSXaR3kHeG
387, 清真·牛不比火锅(建设路店) ,2227,88,8.5,8.7,8.3, 028-61393468 17775585428 , 建设路53号附7号 ,https://www.dianping.com/shop/l5wOZxCQutuH12Vh
388, 饕林餐厅(奎星楼店) ,10999,75,8.8,8.3,8.7,19113267235, 奎星楼街16号附9号（汉庭酒店对面） ,https://www.dianping.com/shop/k9BFtjgM7jhSgM8M
389, 谧寻茶室·素食(博舍酒店) ,3088,244,8.3,9,8.5, 028-62974193 , 笔帖式街81号博舍酒店旁 ,https://www.dianping.com/shop/FsY1zvSMjBfmefym
390, 夹夹大·蟹蟹大排档(339店) ,8472,84,8.1,7.6,7.9,17713618605, 一环路东三段祥和里54号（近玉双路地铁站） ,https://www.dianping.com/shop/k3mIiDiDwaBURH5n
391, 不二隐庐·商务包间·婚礼(三圣乡店) ,1664,207,8.3,8.7,8.4,19940705165, 三圣街道幸福路联合四组321号（幸福路与时蔬路交口北100米路西） ,https://www.dianping.com/shop/EShdbP5O2lZzEMs8
392, 画厨CAFE(西宸天街店) ,3835,71,8.4,8.6,8.5, 028-83118228 , 花照壁西顺街399号首开龙湖西宸天街购物中心1楼10号（近地铁7号线茶店子站C口） ,https://www.dianping.com/shop/G2upaauj2KLygdwW
393, 花胶仔·海鲜荟(春熙路店) ,4639,88,8.2,8.3,8.2,18628391333, 春熙路街道总府路31号z31三楼(皇冠假日酒店旁) ,https://www.dianping.com/shop/G7O4kUM6mZe8w259
394, 杨师傅糖油果子(吉祥街店) ,3062,5,8.1,7.8,8, 18180629735 13458565513 , 吉祥街44号附1号 ,https://www.dianping.com/shop/H4HzkGum7KOi7FPu
395, 徐记君味老火锅(双林中横路总店) ,2729,88,8.1,7.8,7.8, 13541299538 13808033340 , 双林中横路33号 ,https://www.dianping.com/shop/l4vYeElCQRacZpve
396, 烤匠麻辣烤鱼(仁和新城店) ,6114,93,9,8.8,8.9,17302874192, 府城大道西段505号仁和新城购物中心5楼504号 ,https://www.dianping.com/shop/G4j3V2QoIEK3BY4m
397, 锦城印象火锅(玉林店) ,6524,147,8.7,8.8,8.7, 17311324192 18980053780 , 倪家桥路9号(九和楼下) ,https://www.dianping.com/shop/G3q6mXacd5miBy87
398, 竹海听涛生态山庄 ,748,96,8,8.3,8, 028-82233927 , 白头镇重庆路大雨村6组6号(近读书台道观) ,https://www.dianping.com/shop/l6Wi3Wkdw5nZvbnj
399, 日光浮酥(双楠店) ,1493,146,8.3,8.2,8.2, 19915566106 028-85365070 , 逸霞街9号附45号 ,https://www.dianping.com/shop/G7ShdBcVrWCWdDof
400, 钢一区伍妹烤鸭(牛市口店) ,5899,41,8.1,7.6,8,13688025969, 得胜上街76号附7号 ,https://www.dianping.com/shop/H9cxP6NPl3HLB42U
401, 重庆矮板凳老火锅(犀浦店) ,5277,81,9,9,9,13547941828, 兴业南街31-33号1-2层 ,https://www.dianping.com/shop/k2S2m3HF9VmyMigZ
402, 三岔口·烤肉(建设路店) ,3630,108,9.1,8.8,9.1, 028-60221178 028-60221178 , 建设路26号附242号4栋1单元1层33号 ,https://www.dianping.com/shop/G8VNsCum4084uNFj
403, 冒椒火辣(玉林店) ,7647,74,8.1,7.8,8,13981610073, 玉洁巷1号? ,https://www.dianping.com/shop/l3M1gyvisKCDH513
404, 锦城印象火锅(高新天府长城店) ,3658,132,8.5,8.3,8.3, 18908027438 18908028079 , 高新区天顺路88号 ,https://www.dianping.com/shop/G6IwhKmaERfaytgK
405, 翠玲珑CUI(万象南路店) ,915,698,8.1,8.4,8.4, 028-86118888 028-86116666 , 石羊街道万象南路669号(象南里1栋) ,https://www.dianping.com/shop/Gaao6ie6ZJQt8AEc
406, 味之绝美蛙鱼火锅(耍都店) ,3201,68,9.1,8.9,9.1, 028-87445444 19160309327 , 染靛街1号附3号（万里号旁） ,https://www.dianping.com/shop/k62wfaGmdhQqeZ2G
407, 藕王之家养生汤(温江直营店) ,2550,57,8.5,8.4,8.5, 028-82694004 , 永兴路海天腾逸广场3楼 ,https://www.dianping.com/shop/HafLgJZfl1ycZT0h
408, 成都茂业JW万豪酒店·万豪中餐厅 ,3508,189,8.3,8.8,8.7, 028-61013888 , 东御街19号成都茂业JW万豪酒店7层 ,https://www.dianping.com/shop/H4MoFRVXx7ZmFSw9
409, 袁老四老火锅(东大街店) ,9510,96,8.1,8.3,8, 028-83333788 , 东大街下东大街段36一层125、126、127号 ,https://www.dianping.com/shop/l9lAaE8evxfeP508
410, 而绘花园·Bistro Café (王府井店) ,2834,88,8.3,9,8.4, 028-86758455 17313212759 , 总府路15号王府井影院9楼屋顶 ,https://www.dianping.com/shop/H9nkvH4o5Ge1it2v
411, 乔一乔怪味餐厅(世纪城店) ,4108,89,8.3,8.1,8, 028-65750066 , 世纪城路198号附3801 ,https://www.dianping.com/shop/laTIGJBtCIrK92MR
412, 花雕醉鸡(电子科大店) ,683,50,8.1,8,8.1, 19180485019 13281896521 , 合作路89号19栋1层附109号 ,https://www.dianping.com/shop/k5hnD55819rgqmlD
413, 岳记兴隆·青城腊排铜火锅(创始店) ,5953,67,8.2,8.2,8.2, 028-61429749 13408523672 , 观景路483号附16号岷江华庭底商岳记兴隆 ,https://www.dianping.com/shop/G2qLetasmoL4I0GX
414, 周丹丹原味烧烤(峰度天下店) ,2854,131,8.2,8.3,8.2, 028-85312005 19115979687 , 剑南大道中段555号附113号 ,https://www.dianping.com/shop/GaljKUfzDRHlvCvR
415, BURANO布拉诺西餐(滨江天街店) ,2722,126,9.1,9.1,9.1, 028-83221199 , 杉板桥路266号龙湖滨江天街4楼35-36号 ,https://www.dianping.com/shop/H1d70pJkhFmwNBY5
416, 拂晓山房·私房川菜(高新红唐店) ,1624,103,7.8,8.3,7.9, 028-89992205 , 天府大道中段1388号成都红唐购物中心1号门2楼（地下停车场负三楼1号电梯厅上2楼左转） ,https://www.dianping.com/shop/H2lRqomrgILMpQRn
417, 闻酥园(大慈寺店) ,3243,24,8.2,8,8, 028-69860473 , 大慈寺路32号附2号 ,https://www.dianping.com/shop/jLW96dlj8arz8u2j
418, 唐宫·粤菜海鲜(高新仁和新城店) ,7538,173,8.1,8.4,8.2, 028-85827799 028-85837799 , 府城大道西段505号仁和新城C座2层 ,https://www.dianping.com/shop/G8Wf6J3SEDXLYNmp
419, 鸡毛店·川菜(沙湾店) ,2647,62,8.9,8.8,8.8,19150100186, 金沙路57号 ,https://www.dianping.com/shop/l7GGkNDq6Knpd8RA
